file,writer_id,split,page
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\056-P17.wptt,56,Train,056-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\056-P18.wptt,56,Train,056-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\056-P19.wptt,56,Test,056-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\056-P20.wptt,56,Train,056-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\057-P16.wptt,57,Train,057-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\057-P17.wptt,57,Train,057-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\057-P18.wptt,57,Train,057-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\057-P19.wptt,57,Train,057-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\057-P20.wptt,57,Test,057-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\059-P16.wptt,59,Train,059-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\059-P17.wptt,59,Test,059-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\059-P18.wptt,59,Train,059-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\059-P19.wptt,59,Train,059-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\059-P20.wptt,59,Train,059-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\061-P16.wptt,61,Train,061-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\061-P17.wptt,61,Train,061-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\061-P18.wptt,61,Train,061-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\061-P19.wptt,61,Train,061-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\061-P20.wptt,61,Test,061-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\063-P16.wptt,63,Test,063-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\063-P17.wptt,63,Train,063-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\063-P18.wptt,63,Train,063-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\063-P19.wptt,63,Train,063-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\063-P20.wptt,63,Train,063-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\064-P16.wptt,64,Train,064-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\064-P17.wptt,64,Train,064-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\064-P18.wptt,64,Train,064-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\064-P19.wptt,64,Train,064-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\064-P20.wptt,64,Test,064-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\065-P16.wptt,65,Train,065-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\065-P17.wptt,65,Train,065-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\065-P18.wptt,65,Train,065-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\065-P19.wptt,65,Test,065-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\065-P20.wptt,65,Train,065-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\066-P16.wptt,66,Train,066-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\066-P17.wptt,66,Train,066-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\066-P18.wptt,66,Test,066-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\066-P19.wptt,66,Train,066-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\066-P20.wptt,66,Train,066-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\067-P16.wptt,67,Train,067-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\067-P17.wptt,67,Train,067-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\067-P18.wptt,67,Test,067-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\067-P19.wptt,67,Train,067-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\067-P20.wptt,67,Train,067-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\068-P16.wptt,68,Train,068-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\068-P17.wptt,68,Train,068-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\068-P18.wptt,68,Train,068-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\068-P19.wptt,68,Test,068-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\068-P20.wptt,68,Train,068-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\070-P16.wptt,70,Train,070-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\070-P17.wptt,70,Train,070-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\070-P18.wptt,70,Test,070-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\070-P19.wptt,70,Train,070-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\070-P20.wptt,70,Train,070-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\071-P16.wptt,71,Train,071-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\071-P17.wptt,71,Train,071-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\071-P18.wptt,71,Test,071-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\071-P19.wptt,71,Train,071-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\071-P20.wptt,71,Train,071-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\072-P16.wptt,72,Train,072-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\072-P17.wptt,72,Train,072-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\072-P18.wptt,72,Train,072-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\072-P19.wptt,72,Train,072-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\072-P20.wptt,72,Test,072-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\074-P16.wptt,74,Train,074-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\074-P17.wptt,74,Train,074-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\074-P18.wptt,74,Train,074-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\074-P19.wptt,74,Train,074-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\074-P20.wptt,74,Test,074-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\075-P16.wptt,75,Test,075-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\075-P17.wptt,75,Train,075-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\075-P18.wptt,75,Train,075-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\075-P19.wptt,75,Train,075-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\075-P20.wptt,75,Train,075-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\076-P16.wptt,76,Train,076-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\076-P17.wptt,76,Train,076-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\076-P18.wptt,76,Test,076-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\076-P19.wptt,76,Train,076-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\076-P20.wptt,76,Train,076-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\077-P16.wptt,77,Train,077-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\077-P17.wptt,77,Train,077-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\077-P18.wptt,77,Test,077-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\077-P19.wptt,77,Train,077-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\077-P20.wptt,77,Train,077-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\078-P16.wptt,78,Train,078-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\078-P17.wptt,78,Train,078-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\078-P18.wptt,78,Test,078-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\078-P19.wptt,78,Train,078-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\078-P20.wptt,78,Train,078-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\079-P16.wptt,79,Train,079-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\079-P17.wptt,79,Test,079-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\079-P18.wptt,79,Train,079-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\079-P19.wptt,79,Train,079-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\079-P20.wptt,79,Train,079-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\080-P16.wptt,80,Train,080-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\080-P17.wptt,80,Train,080-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\080-P18.wptt,80,Train,080-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\080-P19.wptt,80,Test,080-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\080-P20.wptt,80,Train,080-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\081-P16.wptt,81,Train,081-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\081-P17.wptt,81,Train,081-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\081-P18.wptt,81,Train,081-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\081-P19.wptt,81,Train,081-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\081-P20.wptt,81,Test,081-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\083-P16.wptt,83,Train,083-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\083-P17.wptt,83,Train,083-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\083-P18.wptt,83,Train,083-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\083-P19.wptt,83,Train,083-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\083-P20.wptt,83,Test,083-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\085-P16.wptt,85,Test,085-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\085-P17.wptt,85,Train,085-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\085-P18.wptt,85,Train,085-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\085-P19.wptt,85,Train,085-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\085-P20.wptt,85,Train,085-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\086-P13.wptt,86,Train,086-P13
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\086-P14.wptt,86,Train,086-P14
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\086-P15.wptt,86,Train,086-P15
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\086-P16.wptt,86,Test,086-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\086-P17.wptt,86,Train,086-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\087-P16.wptt,87,Train,087-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\087-P17.wptt,87,Train,087-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\087-P18.wptt,87,Train,087-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\087-P19.wptt,87,Test,087-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\087-P20.wptt,87,Train,087-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\088-P16.wptt,88,Train,088-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\088-P17.wptt,88,Test,088-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\088-P18.wptt,88,Train,088-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\088-P19.wptt,88,Train,088-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\088-P20.wptt,88,Train,088-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\089-P16.wptt,89,Train,089-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\089-P17.wptt,89,Train,089-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\089-P18.wptt,89,Test,089-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\089-P19.wptt,89,Train,089-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\089-P20.wptt,89,Train,089-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\090-P16.wptt,90,Train,090-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\090-P17.wptt,90,Train,090-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\090-P18.wptt,90,Test,090-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\090-P19.wptt,90,Train,090-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\090-P20.wptt,90,Train,090-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\091-P16.wptt,91,Train,091-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\091-P17.wptt,91,Train,091-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\091-P18.wptt,91,Test,091-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\091-P19.wptt,91,Train,091-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\091-P20.wptt,91,Train,091-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\092-P16.wptt,92,Test,092-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\092-P17.wptt,92,Train,092-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\092-P18.wptt,92,Train,092-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\092-P19.wptt,92,Train,092-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\092-P20.wptt,92,Train,092-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\093-P16.wptt,93,Train,093-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\093-P17.wptt,93,Train,093-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\093-P18.wptt,93,Train,093-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\093-P19.wptt,93,Test,093-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\093-P20.wptt,93,Train,093-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\094-P16.wptt,94,Train,094-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\094-P17.wptt,94,Train,094-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\094-P18.wptt,94,Train,094-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\094-P19.wptt,94,Test,094-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\094-P20.wptt,94,Train,094-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\095-P16.wptt,95,Test,095-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\095-P17.wptt,95,Train,095-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\095-P18.wptt,95,Train,095-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\095-P19.wptt,95,Train,095-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\095-P20.wptt,95,Train,095-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\096-P16.wptt,96,Train,096-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\096-P17.wptt,96,Train,096-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\096-P18.wptt,96,Train,096-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\096-P19.wptt,96,Train,096-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\096-P20.wptt,96,Test,096-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\098-P16.wptt,98,Train,098-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\098-P17.wptt,98,Train,098-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\098-P18.wptt,98,Train,098-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\098-P19.wptt,98,Test,098-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\098-P20.wptt,98,Train,098-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\099-P16.wptt,99,Train,099-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\099-P17.wptt,99,Train,099-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\099-P18.wptt,99,Train,099-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\099-P19.wptt,99,Train,099-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\099-P20.wptt,99,Test,099-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\100-P16.wptt,100,Train,100-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\100-P17.wptt,100,Train,100-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\100-P18.wptt,100,Train,100-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\100-P19.wptt,100,Train,100-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\100-P20.wptt,100,Test,100-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\082-P17.wptt,82,Train,082-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\082-P18.wptt,82,Train,082-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\082-P19.wptt,82,Train,082-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\082-P20.wptt,82,Train,082-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\082-P16.wptt,82,Test,082-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\006-P16.wptt,6,Test,006-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\006-P17.wptt,6,Train,006-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\006-P18.wptt,6,Train,006-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\006-P19.wptt,6,Train,006-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\006-P20.wptt,6,Train,006-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\084-P17.wptt,84,Train,084-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\084-P16.wptt,84,Train,084-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\084-P18.wptt,84,Train,084-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\084-P19.wptt,84,Test,084-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\084-P20.wptt,84,Train,084-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\013-P16.wptt,13,Train,013-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\013-P17.wptt,13,Test,013-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\013-P18.wptt,13,Train,013-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\013-P19.wptt,13,Train,013-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\013-P20.wptt,13,Train,013-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\020-P16.wptt,20,Train,020-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\020-P17.wptt,20,Train,020-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\020-P18.wptt,20,Test,020-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\020-P19.wptt,20,Train,020-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\020-P20.wptt,20,Train,020-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\029-P16.wptt,29,Train,029-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\029-P17.wptt,29,Train,029-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\029-P18.wptt,29,Train,029-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\029-P19.wptt,29,Test,029-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\029-P20.wptt,29,Train,029-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\038-P16.wptt,38,Train,038-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\038-P17.wptt,38,Train,038-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\038-P18.wptt,38,Train,038-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\038-P19.wptt,38,Test,038-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\038-P20.wptt,38,Train,038-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\042-P16.wptt,42,Train,042-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\042-P17.wptt,42,Train,042-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\042-P18.wptt,42,Test,042-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\042-P19.wptt,42,Train,042-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\042-P20.wptt,42,Train,042-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\046-P16.wptt,46,Train,046-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\046-P17.wptt,46,Train,046-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\046-P18.wptt,46,Train,046-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\046-P19.wptt,46,Train,046-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\046-P20.wptt,46,Test,046-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\058-P16.wptt,58,Train,058-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\058-P17.wptt,58,Train,058-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\058-P18.wptt,58,Test,058-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\058-P19.wptt,58,Train,058-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\058-P20.wptt,58,Train,058-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\060-P16.wptt,60,Train,060-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\060-P17.wptt,60,Test,060-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\060-P18.wptt,60,Train,060-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\060-P19.wptt,60,Train,060-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\060-P20.wptt,60,Train,060-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\062-P16.wptt,62,Train,062-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Test\062-P17.wptt,62,Train,062-P17
