file,writer_id,split,page
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\174-P17.wptt,174,Train,174-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\174-P18.wptt,174,Test,174-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\174-P19.wptt,174,Train,174-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\174-P20.wptt,174,Train,174-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\230-P18.wptt,230,Train,230-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\230-P16.wptt,230,Train,230-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\230-P17.wptt,230,Test,230-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\230-P19.wptt,230,Train,230-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\230-P20.wptt,230,Train,230-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\212-P18.wptt,212,Train,212-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\212-P17.wptt,212,Train,212-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\212-P19.wptt,212,Test,212-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\212-P20.wptt,212,Train,212-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\212-P16.wptt,212,Train,212-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\196-P16.wptt,196,Train,196-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\196-P17.wptt,196,Train,196-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\196-P18.wptt,196,Test,196-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\196-P19.wptt,196,Train,196-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\196-P20.wptt,196,Train,196-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\214-P16.wptt,214,Train,214-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\214-P17.wptt,214,Train,214-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\214-P18.wptt,214,Train,214-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\214-P19.wptt,214,Test,214-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\214-P20.wptt,214,Train,214-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\197-P16.wptt,197,Train,197-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\197-P17.wptt,197,Train,197-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\197-P18.wptt,197,Train,197-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\197-P19.wptt,197,Train,197-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\197-P20.wptt,197,Test,197-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\215-P16.wptt,215,Test,215-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\215-P17.wptt,215,Train,215-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\215-P18.wptt,215,Train,215-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\215-P19.wptt,215,Train,215-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\215-P20.wptt,215,Train,215-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\198-P16.wptt,198,Test,198-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\198-P17.wptt,198,Train,198-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\198-P18.wptt,198,Train,198-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\198-P19.wptt,198,Train,198-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\198-P20.wptt,198,Train,198-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\216-P16.wptt,216,Train,216-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\216-P17.wptt,216,Test,216-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\216-P18.wptt,216,Train,216-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\216-P19.wptt,216,Train,216-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\216-P20.wptt,216,Train,216-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\199-P16.wptt,199,Train,199-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\199-P17.wptt,199,Train,199-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\199-P18.wptt,199,Train,199-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\199-P19.wptt,199,Test,199-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\199-P20.wptt,199,Train,199-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\217-P16.wptt,217,Test,217-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\217-P17.wptt,217,Train,217-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\217-P18.wptt,217,Train,217-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\217-P19.wptt,217,Train,217-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\217-P20.wptt,217,Train,217-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\200-P16.wptt,200,Train,200-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\200-P17.wptt,200,Train,200-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\200-P18.wptt,200,Train,200-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\200-P19.wptt,200,Train,200-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\200-P20.wptt,200,Test,200-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\218-P16.wptt,218,Train,218-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\218-P17.wptt,218,Train,218-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\218-P18.wptt,218,Train,218-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\218-P19.wptt,218,Test,218-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\218-P20.wptt,218,Train,218-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\201-P16.wptt,201,Train,201-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\201-P17.wptt,201,Test,201-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\201-P18.wptt,201,Train,201-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\201-P19.wptt,201,Train,201-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\201-P20.wptt,201,Train,201-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\220-P16.wptt,220,Train,220-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\220-P17.wptt,220,Train,220-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\220-P18.wptt,220,Train,220-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\220-P19.wptt,220,Test,220-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\220-P20.wptt,220,Train,220-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\203-P16.wptt,203,Test,203-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\203-P17.wptt,203,Train,203-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\203-P18.wptt,203,Train,203-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\203-P19.wptt,203,Train,203-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\203-P20.wptt,203,Train,203-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\221-P16.wptt,221,Train,221-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\221-P17.wptt,221,Train,221-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\221-P18.wptt,221,Train,221-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\221-P19.wptt,221,Test,221-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\221-P20.wptt,221,Train,221-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\204-P16.wptt,204,Test,204-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\204-P17.wptt,204,Train,204-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\204-P18.wptt,204,Train,204-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\204-P19.wptt,204,Train,204-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\204-P20.wptt,204,Train,204-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\222-P16.wptt,222,Train,222-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\222-P17.wptt,222,Train,222-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\222-P18.wptt,222,Train,222-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\222-P19.wptt,222,Test,222-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\222-P20.wptt,222,Train,222-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\206-P16.wptt,206,Train,206-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\206-P17.wptt,206,Train,206-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\206-P18.wptt,206,Train,206-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\206-P19.wptt,206,Test,206-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\206-P20.wptt,206,Train,206-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\223-P16.wptt,223,Train,223-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\223-P17.wptt,223,Train,223-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\223-P18.wptt,223,Train,223-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\223-P19.wptt,223,Test,223-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\223-P20.wptt,223,Train,223-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\207-P16.wptt,207,Train,207-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\207-P17.wptt,207,Test,207-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\207-P18.wptt,207,Train,207-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\207-P19.wptt,207,Train,207-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\207-P20.wptt,207,Train,207-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\224-P16.wptt,224,Train,224-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\224-P17.wptt,224,Train,224-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\224-P18.wptt,224,Test,224-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\224-P19.wptt,224,Train,224-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\224-P20.wptt,224,Train,224-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\208-P16.wptt,208,Train,208-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\208-P17.wptt,208,Train,208-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\208-P18.wptt,208,Train,208-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\208-P19.wptt,208,Train,208-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\208-P20.wptt,208,Test,208-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\225-P16.wptt,225,Train,225-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\225-P17.wptt,225,Train,225-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\225-P18.wptt,225,Train,225-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\225-P19.wptt,225,Test,225-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\225-P20.wptt,225,Train,225-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\209-P16.wptt,209,Train,209-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\209-P17.wptt,209,Test,209-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\209-P18.wptt,209,Train,209-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\209-P19.wptt,209,Train,209-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\209-P20.wptt,209,Train,209-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\227-P16.wptt,227,Train,227-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\227-P17.wptt,227,Train,227-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\227-P18.wptt,227,Train,227-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\227-P19.wptt,227,Test,227-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\227-P20.wptt,227,Train,227-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\210-P16.wptt,210,Train,210-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\210-P17.wptt,210,Train,210-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\210-P18.wptt,210,Train,210-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\210-P19.wptt,210,Train,210-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\210-P20.wptt,210,Test,210-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\228-P16.wptt,228,Train,228-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\228-P17.wptt,228,Train,228-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\228-P18.wptt,228,Train,228-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\228-P19.wptt,228,Train,228-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\228-P20.wptt,228,Test,228-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\211-P16.wptt,211,Train,211-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\211-P17.wptt,211,Train,211-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\211-P18.wptt,211,Train,211-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\211-P19.wptt,211,Train,211-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\211-P20.wptt,211,Test,211-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\271-P17.wptt,271,Test,271-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\271-P16.wptt,271,Train,271-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\271-P18.wptt,271,Train,271-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\271-P19.wptt,271,Train,271-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\271-P20.wptt,271,Train,271-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\252-P17.wptt,252,Train,252-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\252-P16.wptt,252,Train,252-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\252-P18.wptt,252,Train,252-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\252-P19.wptt,252,Test,252-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\252-P20.wptt,252,Train,252-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\231-P16.wptt,231,Train,231-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\231-P17.wptt,231,Test,231-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\231-P18.wptt,231,Train,231-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\231-P19.wptt,231,Train,231-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\231-P20.wptt,231,Train,231-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\255-P16.wptt,255,Train,255-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\255-P17.wptt,255,Train,255-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\255-P18.wptt,255,Train,255-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\255-P19.wptt,255,Train,255-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\255-P20.wptt,255,Test,255-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\232-P16.wptt,232,Test,232-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\232-P17.wptt,232,Train,232-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\232-P18.wptt,232,Train,232-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\232-P19.wptt,232,Train,232-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\232-P20.wptt,232,Train,232-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\257-P16.wptt,257,Train,257-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\257-P17.wptt,257,Train,257-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\257-P18.wptt,257,Train,257-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\257-P19.wptt,257,Test,257-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\257-P20.wptt,257,Train,257-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\233-P16.wptt,233,Train,233-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\233-P17.wptt,233,Test,233-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\233-P18.wptt,233,Train,233-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\233-P19.wptt,233,Train,233-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\233-P20.wptt,233,Train,233-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\258-P16.wptt,258,Train,258-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\258-P17.wptt,258,Train,258-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\258-P18.wptt,258,Test,258-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\258-P19.wptt,258,Train,258-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\258-P20.wptt,258,Train,258-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\234-P16.wptt,234,Train,234-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\234-P17.wptt,234,Train,234-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\234-P18.wptt,234,Test,234-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\234-P19.wptt,234,Train,234-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\234-P20.wptt,234,Train,234-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\259-P16.wptt,259,Train,259-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\259-P17.wptt,259,Train,259-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\259-P18.wptt,259,Test,259-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\259-P19.wptt,259,Train,259-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\259-P20.wptt,259,Train,259-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\236-P16.wptt,236,Train,236-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\236-P17.wptt,236,Train,236-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\236-P18.wptt,236,Test,236-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\236-P19.wptt,236,Train,236-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\236-P20.wptt,236,Train,236-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\260-P16.wptt,260,Train,260-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\260-P17.wptt,260,Train,260-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\260-P18.wptt,260,Test,260-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\260-P19.wptt,260,Train,260-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\260-P20.wptt,260,Train,260-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\237-P16.wptt,237,Test,237-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\237-P17.wptt,237,Train,237-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\237-P18.wptt,237,Train,237-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\237-P19.wptt,237,Train,237-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\237-P20.wptt,237,Train,237-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\261-P16.wptt,261,Test,261-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\261-P17.wptt,261,Train,261-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\261-P18.wptt,261,Train,261-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\261-P19.wptt,261,Train,261-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\261-P20.wptt,261,Train,261-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\238-P16.wptt,238,Test,238-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\238-P17.wptt,238,Train,238-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\238-P18.wptt,238,Train,238-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\238-P19.wptt,238,Train,238-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\238-P20.wptt,238,Train,238-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\262-P16.wptt,262,Train,262-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\262-P17.wptt,262,Train,262-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\262-P18.wptt,262,Train,262-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\262-P19.wptt,262,Train,262-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\262-P20.wptt,262,Test,262-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\239-P16.wptt,239,Train,239-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\239-P17.wptt,239,Train,239-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\239-P18.wptt,239,Train,239-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\239-P19.wptt,239,Train,239-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\239-P20.wptt,239,Test,239-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\263-P16.wptt,263,Train,263-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\263-P17.wptt,263,Train,263-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\263-P18.wptt,263,Test,263-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\263-P19.wptt,263,Train,263-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\263-P20.wptt,263,Train,263-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\243-P16.wptt,243,Train,243-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\243-P17.wptt,243,Train,243-P17
